id,dish_id,dish_name,servings,ingredient_id,ingredient_name,recipe_quantity,recipe_unit,business_id,IsFullRecipe,IsSubRecipe,shelf_life_days,cost_per_pack_unit,ingredient_total_cost,is_active,menu_price,cost_percent,final_price,prep_time_minutes,storage_temp_fahrenheit,serving_cost,Ingredient_note,full_recipe_id
1,14,Bullet Bites,2,1e5239c6-291f-4e8c-9d62-ac9b4138f210,Bullet Bites,0.66,each,993e2a64-72d2-4911-9581-93f1f63a6224,True,True,,,0.96,True,0.0,0.0,0.0,,,0.96,Each serving contains 3 - 2 oz. balls,14.0
1,19,Performance Hat,1,ac70887d-d3d5-4586-a400-8a0ab6d3eaf3,Performance Hat,,1hat,c273a765-81f8-47c1-9d56-0a30bf841a9a,True,True,0.0,,17.12,True,35.0,48.91,35.0,0.0,0.0,17.12,,19.0
1,20,Strawberry Chia Bites,1,012868b4-b7d3-4c9e-bcdc-7b2fb450d0e8,Strawberry Chia Bites,0.33,each,3243c427-d7c1-4cd4-b7f2-3aeee432d900,True,True,0.0,,0.6,True,0.0,0.0,0.0,0.0,0.0,0.6,,10.0
1,22,Brownie Bite,1,326bf31f-456d-4526-8fbd-5fb9bc6d2d6d,Brownie Bite,0.33,each,ccc57326-304f-438f-a048-3eae07f317b3,True,True,0.0,,0.34,True,0.0,0.0,0.0,0.0,0.0,0.0,each serving contains 3 - 2 oz. balls,22.0
1,1,Pumpkin Pie Cheesecake,7,1d3dc716-4c63-4554-b961-d806d9e9443c,Granola,1.0,,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,4.3,True,9.0,29.71,9.0,0.0,0.0,2.67,,
2,1,Pumpkin Pie Cheesecake,7,18386b62-95ed-4dc6-98b3-dd955532dcf7,Almond Butter,,each,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,0.58,True,9.0,29.71,9.0,0.0,0.0,2.67,,
3,1,Pumpkin Pie Cheesecake,7,79cee9a0-b813-4e85-b5a1-ee115cd68577,Pecans,1.0,,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,6.99,True,9.0,29.71,9.0,0.0,0.0,2.67,,
4,1,Pumpkin Pie Cheesecake,7,8492a77a-6810-4596-b459-cf6ae1b0005d,Maple Syrup,,each,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,2.22,True,9.0,29.71,9.0,0.0,0.0,2.67,,
5,1,Pumpkin Pie Cheesecake,7,f2a91262-2493-4167-99eb-332f611f0758,Vanilla Extract,,each,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,0.74,True,9.0,29.71,9.0,0.0,0.0,2.67,,
6,1,Pumpkin Pie Cheesecake,7,4bb77f42-c64d-4c14-a867-d55f7aa512af,Cashews,1.0,,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,5.83,True,9.0,29.71,9.0,0.0,0.0,2.67,,
7,1,Pumpkin Pie Cheesecake,7,494da231-6631-4e2e-a3c9-4c94637b4ebb,Pumpkin Puree,,each,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,2.99,True,9.0,29.71,9.0,0.0,0.0,2.67,,
8,1,Pumpkin Pie Cheesecake,7,2f1877a0-791f-4d92-b406-4a82aa15e27a,"Coconut Milk, Canned",,each,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,2.16,True,9.0,29.71,9.0,0.0,0.0,2.67,,
9,1,Pumpkin Pie Cheesecake,7,9fa87cfb-de49-472b-9f69-e1a60f939a06,"Coconut Oil, Extra Virgin",1.5,oz,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,0.23,True,9.0,29.71,9.0,0.0,0.0,2.67,,
10,1,Pumpkin Pie Cheesecake,7,3e7d23bf-aecb-47ce-91c0-67dc8ccca1bc,"Bowl Container, Deli",7.0,bowl,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,0.91,True,9.0,29.71,9.0,0.0,0.0,2.67,,
11,1,Pumpkin Pie Cheesecake,7,ddbe475f-ff18-4ef3-9b17-05efc795886f,Serving Cost,,,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,,True,9.0,29.71,9.0,0.0,0.0,2.67,2.67 per serving,
12,1,Pumpkin Pie Cheesecake,7,eef08d8a-091a-486b-90f6-e7fec4ee467b,Apple Juice FOH (Subrecipe),,each,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,0.74,True,9.0,29.71,9.0,0.0,0.0,2.67,,
13,1,Pumpkin Pie Cheesecake,7,b5e8844e-c5ae-4b26-b72b-6a498f817bc4,"Bowl Lids, Deli Round",7.0,ct,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,0.49,True,9.0,29.71,9.0,0.0,0.0,2.67,,
14,1,Pumpkin Pie Cheesecake,7,19de6efe-50c1-47f2-af81-58ce9b4dc19e,Himalayan Pink Salt,1.0,tsp,c5ecf771-c44a-481e-baa8-ad6348df72b0,True,False,0.0,,0.02,True,9.0,29.71,9.0,0.0,0.0,2.67,,
1,2,Carrots and Raspberries,1,c63cff16-3ae8-4bff-8582-1b7e90cd136d,Raspberry Carrot,,,c9581eaa-ae90-4c4e-ab92-9a6ff685fc00,True,False,0.0,,,True,0.0,0.0,0.0,0.0,0.0,0.0,,
1,3,Booster Bites,16,fd0b6617-a95a-41d9-a88b-4d3ea5815069,Granola,1.0,lb,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,6.93,True,5.75,15.2,5.75,0.0,0.0,0.87,,
2,3,Booster Bites,16,ec0c23d8-08a1-4797-b582-021ac8c556f1,Pecans,1.0,lb,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,2.39,True,5.75,15.2,5.75,0.0,0.0,0.87,,
3,3,Booster Bites,16,3ce5feea-9239-4fdc-a21d-50f4616618ce,Pumpkin Puree,0.3,can,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,0.9,True,5.75,15.2,5.75,0.0,0.0,0.87,,
4,3,Booster Bites,16,869e4f0b-a3d7-434c-b772-e21e8aac6a29,Maple Syrup,1.5,fl.oz,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,0.56,True,5.75,15.2,5.75,0.0,0.0,0.87,,
5,3,Booster Bites,16,c39f63b3-8683-4bdc-be77-4f0bfe72ee88,Chia Seeds,9.0,tbsp,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,0.84,True,5.75,15.2,5.75,0.0,0.0,0.87,,
6,3,Booster Bites,16,5b0d3719-d9c6-479c-8fd3-6f1318496834,Flax Seeds,9.0,tbsp,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,0.49,True,5.75,15.2,5.75,0.0,0.0,0.87,,
7,3,Booster Bites,16,eefbc193-aac1-4b2c-bc45-655692341ca3,Pumpkin Spice,2.04,oz,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,0.61,True,5.75,15.2,5.75,0.0,0.0,0.87,,
8,3,Booster Bites,16,006bc39e-005f-408a-b94e-075f41460df4,Vanilla Extract,0.75,oz,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,0.03,True,5.75,15.2,5.75,0.0,0.0,0.87,,
9,3,Booster Bites,16,bbe7ab00-3454-4a6e-ab68-81d71e542e9e,Himalayan Pink Salt,0.25,oz,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,0.02,True,5.75,15.2,5.75,0.0,0.0,0.87,,
10,3,Booster Bites,16,78b15d2f-7f73-4c58-9393-7f69d97592b0,Pumpkin Seeds,4.0,oz,4c3db274-d009-4045-a34c-e9e33a32d5fc,True,False,0.0,,1.21,True,5.75,15.2,5.75,0.0,0.0,0.87,,
1,4,Booster Bites,63,ee8b87bb-154b-4a70-bdbd-9ed84108742a,Walnuts,,,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,,True,6.25,16.36,6.25,0.0,0.0,1.02,,
2,4,Booster Bites,63,41a80987-096b-4765-a907-bbb175a031a5,Vanilla Extract,1.33,fl.oz,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,0.98,True,6.25,16.36,6.25,0.0,0.0,1.02,,
3,4,Booster Bites,63,f33e76a2-b8ac-4163-96a6-870baf4bdf77,Cacao Powder,17.55,oz,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,3.21,True,6.25,16.36,6.25,0.0,0.0,1.02,,
4,4,Booster Bites,63,8fcaf88f-a638-4f3c-9191-540199cb3c55,Coconut Flakes,6.0,oz,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,1.14,True,6.25,16.36,6.25,0.0,0.0,1.02,,
5,4,Booster Bites,63,335a45c3-040c-4331-8584-92b853e1e97b,Date Paste,112.0,oz,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,26.46,True,6.25,16.36,6.25,0.0,0.0,1.02,,
6,4,Booster Bites,63,d34bf638-d659-4579-8f7b-25bf1d7b5471,Himalayan Pink Salt,0.66,oz,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,0.06,True,6.25,16.36,6.25,0.0,0.0,1.02,,
7,4,Booster Bites,63,ae5838f8-7598-4e58-899e-65e28178cd5c,"Bowl Container, Deli",63.0,bowl,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,8.19,True,6.25,16.36,6.25,0.0,0.0,1.02,,
8,4,Booster Bites,63,8b73b335-68f9-4b90-9bbb-5ebcdd47b313,"Bowl Lids, Deli Round",63.0,ct,2a31daa7-b4d5-4dbf-9a45-4b50ba72f0dc,True,False,0.0,,4.41,True,6.25,16.36,6.25,0.0,0.0,1.02,,
1,5,Booster Bites,60,b47a9c15-5b0d-48fa-a2c2-d86c3f194eb5,Cashews,12.0,cup,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,21.86,True,6.25,30.12,6.25,0.0,0.0,1.88,,
2,5,Booster Bites,60,f1050b8a-ee37-4601-9b1c-89a02b987e8a,Pecans,20.0,cup,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,36.31,True,6.25,30.12,6.25,0.0,0.0,1.88,,
3,5,Booster Bites,60,8de35b5e-897e-43ea-8ee8-8251f0c5e904,Vanilla Extract,2.0,fl.oz,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,1.48,True,6.25,30.12,6.25,0.0,0.0,1.88,,
4,5,Booster Bites,60,fb45f3c9-bea7-4c9d-8af4-580a9dae1bdb,"Bananas, Fresh",48.0,oz,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,3.39,True,6.25,30.12,6.25,0.0,0.0,1.88,,
5,5,Booster Bites,60,61083629-1138-4d96-b6a0-fe7dda2d1fb5,Honey,12.0,oz,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,3.5,True,6.25,30.12,6.25,0.0,0.0,1.88,,
6,5,Booster Bites,60,a393e1c9-551a-485b-8fe5-b968be96d6bb,Pea Protein,4.0,cup,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,11.28,True,6.25,30.12,6.25,0.0,0.0,1.88,,
7,5,Booster Bites,60,ddf99012-b67a-475b-8adf-c981a4994c2d,"Cinnamon, Ground, Organic",0.5,cup,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,1.78,True,6.25,30.12,6.25,0.0,0.0,1.88,,
8,5,Booster Bites,60,9c38388c-fefd-4547-9793-9a56bc9faa44,Date Paste,56.0,oz,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,13.23,True,6.25,30.12,6.25,0.0,0.0,1.88,,
9,5,Booster Bites,60,e204487f-d665-4677-932c-2d0b5aaec72d,Himalayan Pink Salt,2.0,oz,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,0.19,True,6.25,30.12,6.25,0.0,0.0,1.88,,
10,5,Booster Bites,60,04c5c060-8967-4202-9c82-189e204fcc56,Pecans,4.0,cup,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,7.26,True,6.25,30.12,6.25,0.0,0.0,1.88,,
11,5,Booster Bites,60,83aa14f9-ea97-413d-a223-c3a72e33b5f0,"Cinnamon, Ground, Organic",3.0,tbsp,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,0.67,True,6.25,30.12,6.25,0.0,0.0,1.88,,
12,5,Booster Bites,60,cfb2feac-5a98-411c-8813-40801b50995a,"Bowl Container, Deli, 8 oz",1.0,bowl,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,7.8,True,6.25,30.12,6.25,0.0,0.0,1.88,,
13,5,Booster Bites,60,3260b0cb-0313-4a79-b014-e91596e0fa14,"Bowl Lids, Deli Round",60.0,ct,8c5a0036-c1b1-4598-92d9-2be6af00f31c,True,False,0.0,,4.2,True,6.25,30.12,6.25,0.0,0.0,1.88,,
1,6,Booster Bites,64,7448f4e2-9373-4242-8589-a508f31fe816,Almond Flour,16.0,cup,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,14.64,True,6.25,19.0,6.25,0.0,0.0,1.19,,
2,6,Booster Bites,64,61f9b75e-b4ba-4b90-9185-b7dbd5d00ab3,Peanut Butter,48.0,oz,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,8.16,True,6.25,19.0,6.25,0.0,0.0,1.19,,
3,6,Booster Bites,64,3d00d56a-3b33-42e2-9d36-326737b578ea,"Flax Seeds, Ground",4.0,cup,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,3.51,True,6.25,19.0,6.25,0.0,0.0,1.19,,
4,6,Booster Bites,64,cf957fba-f1ec-43e2-acb3-6d6794955954,Honey,27.0,oz,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,7.86,True,6.25,19.0,6.25,0.0,0.0,1.19,,
5,6,Booster Bites,64,08b54fa2-bf8a-48bc-ac28-19948dc40ee8,Date Paste,36.0,oz,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,8.51,True,6.25,19.0,6.25,0.0,0.0,1.19,,
6,6,Booster Bites,64,4cf09b14-da1a-41ae-b85d-4225dae1e754,Himalayan Pink Salt,1.0,tbsp,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,0.05,True,6.25,19.0,6.25,0.0,0.0,1.19,,
7,6,Booster Bites,64,fdf41daf-8c6f-4c78-8346-430079839b61,Peanut Butter powder,26.0,oz,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,14.04,True,6.25,19.0,6.25,0.0,0.0,1.19,,
8,6,Booster Bites,64,33d9d2a9-9e98-43be-ac8f-14d01b862d55,"Bowl Container, Deli",64.0,bowl,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,8.32,True,6.25,19.0,6.25,0.0,0.0,1.19,,
9,6,Booster Bites,64,888dafa3-7b5c-42df-8473-ec6386e66044,"Bowl Lids, Deli Round",64.0,ct,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,4.48,True,6.25,19.0,6.25,0.0,0.0,1.19,,
10,6,Booster Bites,64,5daaf1b3-419d-48f1-b2ee-afb5aff968b3,Pea Protein,13.0,oz,7cc46922-597a-47ff-b531-c0f606f72e43,True,False,0.0,,6.44,True,6.25,19.0,6.25,0.0,0.0,1.19,,
1,7,Booster Bites,20,29863236-9505-44e5-a6bc-6ff469a77300,Sunflower Butter,48.0,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,25.44,True,6.25,30.95,6.25,0.0,0.0,1.93,,
2,7,Booster Bites,20,ead9954b-8eb2-49e8-9e4b-56e16fde29b4,"Honey, Back of House",11.6,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,3.38,True,6.25,30.95,6.25,0.0,0.0,1.93,,
3,7,Booster Bites,20,efa22751-4efe-4b24-bcb5-e61ab6ee6f27,Coconut Flakes,6.0,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,1.14,True,6.25,30.95,6.25,0.0,0.0,1.93,,
4,7,Booster Bites,20,61fecbb5-9393-425a-b54f-18e61e5dea17,"Flax Seeds, Ground",4.0,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,0.62,True,6.25,30.95,6.25,0.0,0.0,1.93,,
